title_content,label
Why does polyploidy give an evolutionary advantage?,0
How and when did a dedicated immune system evolve?,0
How can E. coli affect C. elegans expression?,0
"Why is this dry pepper fruit still ""powered""?",0
Identifying the origin of replication of an unannotated *E. coli* plasmid,0
How does the brain regulate its temperature?,0
How can a plant resist glyphosate (Roundup) herbicide?,0
Why do some men have patchy beards?,0
Models of quorum sensing for multi-agent systems,0
Why don't we form immunity to some infections?,0
How do antibiotics combined with a non-Western diet affect weight loss?,0
"Identify bee in photo (found in Utah, USA)",0
Isotretinoin and retinoid receptors in brain confusion?,0
Why do pine stands exist?,0
Which factors besides the thermodynamic stability are important for the hairpin in intrinsic transcription termination?,0
What is this strange looking bug?,0
Why don't half of us have situs inversus?,0
Finding exons in DNA problem,0
Are identical twins clones?,0
How is bilateral asymmetry determined in embryonic development?,0
What Effect Does the Endocannabinoid System have on Monoaminergic Neurotransmission?,0
How does the partial pressure of oxygen affect mental focus?,0
How to cut out a specific named gene from plant DNA,0
What is this creature?,0
Are humans hardwired to continue gathering resources after the costs outweigh the benefits?,0
Panel 9 urine/ prescribed ADDERRALL XR,0
Euthyrodism and goitre,0
How are HSPs identified in UCLUST,0
Why do Phobia exist if they aren't advantageous?,0
Can IVF decrease the probability of trisomy in the fetuses of older mothers?,0
What are the differences between a benign tumor and swelling?,0
Energy of flight styles (birds),0
Doubt on genomic code for nucleosome positioning?,0
Has there been any observation of species adapting the evolution process?,0
What is the healing process of mouth wounds?,0
Why is the function of lacA (encoding thiogalactoside transacetylase) not clearly understood?,0
What is the IC50 exactly?,0
What tell a plant to have one/a lot of flower(s)?,0
Cellulose acetate membrane filters vs. glass microfiber filters,0
Total dark deprivation at day-neutral plants,0
Is taking a shower unnecessary if good bacteria surround our skin?,0
Identifying a tree with an image,0
How to understand relatedness in an infinite island model?,0
Chiral (a)symmetry of curly hair (and fur),0
Knockdown of long noncoding RNA (lncRNA) - how is it done?,0
Yellow/Orange Fungus on Oak Tree,0
Is it better to take a half dose of paracetamol and a half dose of ibuprofen together rather than a full dose of either?,0
Can humans live without their right atrium?,0
Topology of closed circular DNA,0
Recommendation of a comprehensive book on the history of medicine,0
Why are there different species of bacteria?,0
Introductory book in genetics?,0
What's the recommended maximum passage number for mammalian cells (NCI-H441)?,0
What happens to human dopaminergic reward system once a teenager becomes adult?,0
Troubleshooting PCR Steps,0
Which steps occur in each phase of Meiosis and Mitosis,0
Could You Boil Water from Blood?,0
Why do horses recycle their endometrial lining while humans don't?,0
Modeling intracellular interactions between sender and receiver bacteria,0
How quickly do estrogens break down in the environment?,0
Can I force evolution in a group of cells by removing all the smaller cells?,0
"What does the ""cov"" mean in a velvet assembler generated contig name?",0
Most painless method for killing insects,0
The Human Menstrual Cycle,0
Which will produce more oxygen? Less number of (larger) trees or more number of (smaller) plants?,0
"Ni-NTA purification, problem with the chaperone protein",0
"Would somebody born 'reversed' (e.g. heart on their right side, etc.) be completely healthy?",0
How does being afraid or nervous affect mental performance?,0
Calcium levels and nerve hyperexcitation,0
Where can I find a full genealogy of human cell types?,0
Why does Taq polymerase add 3' adenine overhangs?,0
Scrotal temperature and vascularization,0
How RNA primer on leading strand is removed during DNA replication and how the gap is filled?,0
A good software for agent based modelling?,0
Why are bacteria and archaea in different domains?,0
Critical pO2 threshold for cell division?,0
A program for cell motility assessment with a batch process function?,0
Is there any size limit to the amount of information a human (or other) brain can hold,0
"Vitamins that could help ""make us smarter""?",0
"Do animals suffer from ""Human"" mental disorders?",0
Good model for comparative genomics in relation to temperature adaptation,0
Assays during drug discovery,0
Genotype to phenotype map and the G-matrix,0
Why do shed and brown poplar (Populus) leaves get an iridescent blueish colour when wet?,0
Evidence of condition-dependent sex-allocation in regards to humans,0
"Are there any open plant databases (database/library/collection), containing species information and pictures?",0
"Would Bubling Oxygen Through ""Dead Zones"" Like A Fish-Tank Make Much Difference?",0
tandem repeat sequence; causes of contraction and/or expansion question,0
GC-Content bias and length bias in TCGA RNA-seq level 3.0,0
Why is a nicotinamide-tryptophan combination used to treat affective episodes in a few older clinical trials?,0
Why do humans require vitamin B12 supplementation while herbivores do not?,0
Can life subsist on anything else but water?,0
Why is 2 sexes in an organism so common?,0
Information Gene HBA2,0
Is it safe to look indirectly at the Sun?,0
To get Standard ECG from PhysioNet?,0
Has anyone modelled calcium oscillations using Matlab software?,0
Blosum matrix with probabilities instead of the positive and negative scores,0
What is the tRNA gene copy variation between different yeast strains?,0
What is the relationship between migraines and histamine?,0
Dopamine and other neurotransmitter release during music listening,0
Does tea have its effect if you have a sleep after drinking it?,0
Telomeres in cloning experiments,0
What is an epistasis group?,0
How many species of mites live on the human body?,0
Could a fetus properly develop in micro/zero-gravity?,0
Well to well variation in thermal cycler fluorescence?,0
Why doesn't Manipulated Virus for Cancer Cure Work,0
Why do we dream?,0
How is temperature sensed?,0
Can lymph be in peripheral blood?,0
What is the molecular mechanism of odorant transduction signaling pathway?,0
How to read cladograms/phylograms?,0
Can the respiratory quotient be calculated from a formula or must it be measured directly?,0
Does endo- and (or) exocytosis require energy? Do they belong to active / passive transport?,0
What is the name of this green plant with thin leaves?,0
Can encoding of miRNAs in introns not cause dysregulation of gene expression?,0
What's the mechanism behind 'losing heat through your extremities'?,0
Suggestions for self-studying experimental techniques,0
Looking for a cancer drug target database to guide sequencing of patient tumor DNA,0
Are there medical treatments that were so effective they were never subjected to a randomized control trial?,0
"How likely is it that through dog breeding, tail-wagging has been disassociated with happiness?",0
What are the metabolic concerns associated with hard water?,0
Are There Exceptions to Animal Cells not Having Cell Walls?,0
"If I fall into a pond with an algal bloom, could I die from the cyanotoxins?",0
Book recommendation on the human muscle system,0
Why is mRNA needed in the Protein translation?,0
How far does your center of mass move from stance to stance?,0
Is the increased/decreased enzyme activity (tyrosinase) caused by an environmental factor (UV radiation) considered to be gene expression?,0
What's the advantage of autocrine signalling?,0
Can a hormone be absorbed into the body digestively?,0
Are genotypes with the same two alleles equivalent even if the alleles come from different parents?,0
Why do sneezes come in pairs or more?,0
How deep in the soil can a seed be placed and still develop into a plant/tree?,0
Why scientific names of animals & plants are made difficult to spell & remember?,0
Is continuously simmering or refrigerating cooked soup a more effective way to prevent spoilage?,1
Oil temp goes up when turkey breast is added - why?,1
How to properly cook a kid?,1
Why do I need to pre-heat oven?,1
What to do with unused scallops' roe?,1
Pie Crust -- Cutting to mix,1
How do I remove bitterness from zucchini?,1
What does it mean for something to be broiled?,1
"In a recipe, yogurt toughens potatoes but whipping cream does not",1
Soaking starches in water for better frying,1
Do I need to adjust recipes when using hard water,1
"In a recipe, how much is ""to taste""?",1
One oven dinner,1
I use 1/2 cup shortening and 1/2 cup butter in baking chocolate chips cookies but they always fall flat,1
What can I substitute for tomato juice?,1
Making a goats cheese tart more substantial,1
Can I make my own malt?,1
How to stuff and/or spice the chicken BELOW the skin?,1
"Making pork pernil, and had a slight ""lasagna battery"" issue - is it safe to eat?",1
Possible dangers of home fermentation of vegetables,1
Other than gelatin what makes gummy bears chewy?,1
What to look for in an induction stovetop?,1
Guidelines for marinating vs seasoning steak based on grade and/or cut?,1
Can a sourdough starter be kept alive if you live in a dry climate?,1
Can vanilla pods be blended into a paste?,1
Duration of use for green smoothies,1
Make pate easier to spread,1
What is the proper/most common way to serve curry?,1
How do I incorporate chiles into a chocolate cake recipe?,1
How long can I keep beef warm in a roaster oven?,1
Will changing the setting on my Crock Pot reset the timer?,1
Cooking pizza in tiny gas oven with pizza stone,1
I am wondering if certain ingredients go together,1
Are there any guidelines for converting cooking recipes from Regular Ovens to Convection?,1
Effects of elevated storage temperature on bread quality,1
How can I efficiently make single-serve porridge?,1
Why does my meat never thaw in the fridge?,1
How to make a proper scone?,1
Which type of oil/fat should I use for deep frying?,1
Caramel Coating producing inconsistent results,1
How can I avoid overpowering my food with cumin flavor?,1
slimy red onion,1
What could I substitute for coffee in an Opéra cake,1
Baking side of pizza stone,1
How to make a lattice pie crust?,1
What is the fastest way to cook a Meat Salad?,1
Meat and fruit dessert,1
What research is there on tea preparation?,1
How does sourdough (wild yeast) starter differ from location to location?,1
Urad dal used whole in thoran/rasam - how to correctly prepare?,1
Would these ingredients work for a Gift In a Jar?,1
Using Cheesecloth for Pancetta,1
How can I tell when chicken thighs are sufficiently cooked to eat?,1
How to clean stains from inside of vacuum flask?,1
How long does parmesan sprinkle cheese last in the refrigerator?,1
Could it be bad black olive that I've eaten?,1
Freezing bones for stock,1
Are bubbling preserved lemons a sign of spoilage?,1
Is it ok to include garlic when I can hot peppers?,1
Cooked chicken stuffed with a can (of soda)?,1
Can I make pancakes with waffle mix?,1
Is cooking a raw steak in the microwave safe?,1
Oven cook times - thawed vs frozen,1
What does tin foil do when baking a pot pie?,1
"Why does room temperature coffee taste so bad, even to asnomics?",1
How can I rescue an undercooked pastry cream?,1
Why was the cooking liquor for my mussels too dilute?,1
What's the best time and temperature for tenderness when baking red potatoes?,1
long term wine storage,1
What makes a really good marrow bone?,1
Why has the meat turned out to be hard like rubber?,1
Why isn't my steak fat cooking?,1
Where to get precise recipies?,1
how to mix wine into cream sauce (or cream into a wine sauce) so it doesn't curdle,1
Can I use Bisquick instead of All Purpose Flour?,1
Can I sharpen a knife with sandpaper?,1
Is it safe to eat non-green tea leaves,1
How effective are modern home refrigerators at keeping other foods cool when hot food is introduced to the space?,1
How to get uniform slices from bread?,1
How can i achieve the same texture as Soft baked Pepperidge Farm cookies?,1
How to store a Christmas pudding to make it drier?,1
Is there a way to cook hot dogs in a microwave without them bursting?,1
How is jin jun mei (a Chinese tea) made?,1
How do I get vegetarian tamales to come out fluffy?,1
How can I make my own small pie dishes and still cook pies effectively?,1
What's the difference between a burrito and a tortilla?,1
Microwave-safe cups becoming less safe,1
Forgot Brown sugar in cookies,1
Almond Flour pancakes,1
"When a recipe asks for 1 cup of sugar, should I assume powdered or tiny crystals form?",1
What can be done with Norwegian brown cheese Brunost other than a sandwich?,1
Will smoked-then-fried foods impart smoke flavor to cooking oil?,1
"What exactly is a ""fast"" oven?",1
Béchamel and pomodoro,1
Vinegar Alternatives and rice combinations in making sushi rice,1
How can I get weak-tasting tomatoes?,1
"Why does the ""almost no knead bread"" recipe use beer? Can it be replaced?",1
Thawed shrimp floating vs. sinking,1
When can artificial vanilla extract be used in place of real vanilla extract?,1
What are the differences between types of soy sauce?,1
How do I use Cacao Nibs in the chocolate making recipe,1
"Are there any tricks to making a light-textured ""whipped cream cake""?",1
Why does food cooked in the microwave heat inside-out?,1
How do I skip the planning and shopping?,1
"De-meatifying lasagna, casseroles",1
Which containers should I use for souffles?,1
Where to locate thermometer in my Weber charcoal grill,1
Will peeling and slicing potatoes prevent them from sprouting further?,1
Egg substitute for cookie-flavor syrup,1
How do I prevent burning the bottom of the bread when cooking over a campfire?,1
How to carbonate a drink?,1
Vegetable similar to ivy gourd?,1
I've started to make dairy free cheese for cafes but have problem scaling up?,1
Substituting for Madeira wine in a mushroom stuffed with sausage recipe,1
What is the term for serving a soft-cooked fried egg that breaks when the meal is consumed?,1
How to distinguish between different types of squash?,1
How to identify a good espresso?,1
How should I clean my propane grill?,1
"How to cook grass-fed, high-fat hamburger on electric stove?",1
What brine ingredients are effective?,1
Replace the potatoes in a corned beef hash with something that isn't starchy?,1
Do products derived from coconut need to be kept cool?,1
Is there a brand of salsa I can cook with that doesn't contain seeds?,1
Is there anything I can substitute eggs for when making meatloaf?,1
Why do English recipes of “sauce marchand de vin” call for Worcestershire sauce?,1
prepared meals and storage time in fridge before delivering them to clients,1
"How to make ""honeycomb"" less sticky?",1
What can I do to prevent big holes in the bottom of bread loaves?,1
What can make a radish lose its flavour in a dish?,1
Low-fat quark plus blended blueberries -- texture changes over night?,1
Boiled chicken: coloured parts of the meat?,1
I need a substitute for acids in my food.,1
Baking 'Master' Recipes,1
Cookie Biscuits: What happened?,1
How can I get crispy skin when pan frying fish?,1
Is it possible to turn Rice Krispies back into rice?,1
What's the proper way to dispose of used fats & oils?,1
How to bake 3 large pans of lasagna in a regular size oven,1
Using white wine in the cooking,1
Are vegetable (or coconut) oils more common used for frying and cooking than extra olive oil or it is a myth?,1
Mochi: pounded vs. from rice flour,1
"If you need to keep ground coffee for a long time, will keeping it in the freezer help?",1
What are the preferred uses for different sharpness of cheddar cheese?,1
Should I read  ingredient weight as prepared or unprepared weight?,1
Does the alcohol in wine affect cooking process?,1
Is it safe to use non stick cookware over a flame?,1
Dipping Cakepops in Callebaut Callets,1
No water in the Crock pot,1
How to get cheap cookie cutters?,1
How can I peel pearl onions quickly?,1
How dangerous is it to refreeze meat that has been thawed?,1
What is room temp Butter,1
Substitute for pastry flour,1
"Is a ""cup"" on a coffee maker always 6 oz? Is this a standard in the US?",1
Cleaning burnt beans stuck to pot?,1
Is there a basic ratio for dill pickle brine which will be safe for any vegetable?,1
yeast substitutes and proper measurements,1
Can you freeze almond paste?,1
How can I speed up cooking risotto?,1
Non-flaky non-crumble pie crust,1
Stockpot double as beer brewing pot,1
What is the emulsification power of 1 egg yolk?,1
Are there any reasonable substitutions for lemon juice?,1
Meat juices can they be saved for recooking meat?,1
Best chopping board material for meat,1
Ingredients to Get Started with Indian Cuisine,1
Fresh popcorn serving size suggestion,1
What is the purpose of bitters in cocktails?,1
Honey in porridge,1
Whole chicken roasting time,1
Would pressure cooking stock create a different result?,1
Can I re-can a batch of salsa that is missing an ingredient?,1
Avoiding gritty cockles,1
Why does my Victoria sandwich have a hole in the base?,1
How to buy a molcajete and/or paellera,1
Why should or shouldn't I peel mushrooms?,1
What's the difference between stroganoff and goulash?,1
"How do I make my cheese ""crackers"" less greasy?",1
Halloumi ended up too soft,1
Cooking beef: how to make it tender?,1
How do you prevent oatmeal from overflowing?,1
"Is there a general rule as if should bake something at 375 or 350 degrees, or does it really matter?",1
Which kind of cream do I use for creme brulee?,1
What natural ingredient besides honey and fats can I use to bind a mixture of powders together?,1
"Why does a mix of condensed milk, cocoa and coconut solidify in the fridge?",1
How to reduce bitterness of Basil?,1
Instant coffee with only milk?,1
Edible supports for a fondant palm tree,1
What does meringue powder do in butter cream icing?,1
Determining cooking time for ribs in the Texas Crutch,1
How should I keep the vegetables from flying off the board when I cut them?,1
My split pea soup is bland,1
Thawed frozen blueberries inside cake roll?,1
Why are my canning lids popped out?,1
Can I substitute cocoa for semisweet chocolate?,1
"Are sesame greens served raw, or cooked?",1
I'm tweaking a Lasagna Bolognese,1
Why do we dimple a focaccia?,1
Is there a name for the mushy sludge that forms around/benath meat as it cooks?,1
"What is a good bread recipe for light bread, but able to be shaped?",1
How can I get breaded chicken to stop from sticking to the frying pan?,1
Why does my fondue call to wipe the pot with garlic?,1
Can a clear glaze be made without gelatin or starch?,1
Possible to thicken gravy without flour or cornstarch?,1
Safe to buy food baked in plastic containers:,1
How do you cook corn on the cob on BBQ?,1
How can I scale down a high-yield recipe that calls for a single egg?,1
Is it safe to deep fry two turkeys in the same oil for Thanksgiving?,1
Bottling and Storing Cold-Brewed Coffee?,1
How do I keep soup from being bland?,1
How long can savory cream cheese dishes last?,1
What is Molecular Gastronomy?,1
"Cooking chicken breasts in Buffalo sauce, cast iron",1
Is baking powder the same thing as baking flour?,1
Condensed milk the same as Sweetened Condensed Milk,1
Closest thing to a donut I can drink coffee out of,1
Could I get sick from accidentally cooking an olive can metal lid in my spaghetti sauce?,1
Why are roasts wrapped in foil?,1
Can I make a béchamel sauce with coconut cream?,1
I need to know how long to cook potatoes at 350*F,1
How to prevent separation/layers in panna cotta?,1
Difference between ground cloves and clove powder?,1
How to prevent dry chicken in soup?,1
How do I debone fish quickly?,1
Make Kiwifruit sauce less sour without sugar?,1
How can I make coffee syrup with caramel taste?,1
What is the definition of a cup of coffee,1
"Our broiler ""ruins"" pans when we use it",1
How long will egg yolks keep?,1
How can I get my Starbucks coffee to taste like the Starbucks store?,1
Ceramic Coffee mug measurement,1
Looking for meal-planning / grocery list software,1
Is copper cookware really better than stainless steel?,1
How to safely cook a lamb's head?,1
Can I use cottage cheese instead of cream cheese when making a cheesecake?,1
White Stains on stainless steel,1
"What can I do to "" fresh cream"" to substitute ""double cream""?",1
cheapest blender for hot liquids,1
Safety of adding dried hot pepper to opened jar of pickles,1
Does it matter what kind of sugar is used in baking?,1
Substitute for marjoram,1
"Stir fry - garlic burns if I put it in first, what am I doing wrong?",1
Why do you  slice whole ducks in half when roasting but not for other poultry?,1
Gas stove output,1
Air Fryer effect on Vegetables?,1
Why didn't my brioche rise?,1
